Measurement_ID,Date,Product_Key,Plant_Key,Production_Units,Electricity_kWh,Fuel_Tons,Renewable_Percent,Scope1_Emissions_tCO2,Scope2_Emissions_tCO2,Energy_Cost_USD,Carbon_Tax_USD
30063,2022-06-06 14:00:00,1,10,2893,79986,25.49,38.01,28.31,72.93,4323,4793
30064,2022-06-06 00:00:00,2,70,6309,51883,428.76,66.05,43.31,135.86,29409,4889
30065,2022-06-06 16:00:00,5,97,6977,16207,310.85,93.65,169.47,16.25,31404,819
30066,2022-06-06 17:00:00,3,15,8687,31306,357.81,87.86,158.62,28.19,1495,3439
30067,2022-06-06 18:00:00,1,65,5746,19041,485.61,35.37,171.16,34.32,9879,4197
30068,2022-06-06 19:00:00,2,22,5168,92027,105.58,29.56,182.66,45.73,27442,2151
30069,2022-06-06 00:00:00,1,62,5589,76894,381.4,34.84,94.35,137.16,15656,3828
30070,2022-06-06 00:00:00,3,74,6820,50212,173.71,78.25,20.44,5.55,3889,335
30071,2022-06-06 00:00:00,3,89,5313,66778,86.7,37.45,109.14,90.46,18803,4095
30072,2022-06-06 00:00:00,2,80,7512,45425,59.89,76.41,8.1,131.13,20152,1405
30073,2022-06-07 00:00:00,3,72,8618,15908,392.47,1.35,47.64,116.62,23546,2017
30074,2022-07-06 00:00:00,1,55,4266,24239,440.4,66.89,154.01,86.8,23319,628
30075,2022-06-07 00:00:00,2,22,1593,75380,203.05,18.96,49.43,15.72,48635,2084
30076,2022-06-07 03:00:00,2,61,2656,88404,199.63,50.03,35.79,135.27,46227,4513
30077,2022-06-07 00:00:00,4,85,8024,1686,253.08,67.02,24.85,12.48,22812,2075
30078,2022-06-07 05:00:00,5,46,1727,15371,273.6,12.33,168.01,22.62,27534,2815
30079,2022-07-06 00:00:00,3,79,8062,5637,258.88,25.24,75.94,5.97,39165,418
30080,2022-06-07 07:00:00,4,35,2819,74504,343.65,46.64,169.74,74.38,42979,2216
30081,2022-07-06 00:00:00,1,12,8217,52096,38.48,39.81,35.33,117.88,16817,1561
30082,2022-06-07 00:00:00,5,36,7520,68958,316.01,88.99,24.77,66.94,7512,4054
30083,2022-06-07 00:00:00,1,67,264,86519,490.12,77.86,166.26,27.1,45149,2861
30084,2022-07-06 00:00:00,4,36,5885,21067,287.57,53.63,161.35,60.84,15393,3270
30085,2022-06-07 00:00:00,4,72,8553,56538,42.68,59.59,42.69,149.1,35414,2753
30086,2022-06-07 13:00:00,4,57,8087,27338,456.73,97.04,162.48,90.3,14775,334
30087,2022-06-07 00:00:00,5,91,4399,62507,485.97,76.55,119.93,88.12,45951,2410
30088,2022-06-07 00:00:00,5,99,4612,34693,65.19,22.27,75.7,51.44,34866,3860
30089,2022-06-07 00:00:00,4,85,9534,74604,374.77,21.78,164.86,123.7,27837,3483
30090,2022-07-06 00:00:00,3,69,7873,81023,118.56,50.96,17.03,95.71,44392,3197
30091,2022-07-06 00:00:00,2,17,3490,25511,162.94,45.48,31.68,76.14,20451,3886
30092,2022-07-06 00:00:00,3,96,1834,31344,56.98,52.21,21.55,94.75,12182,4414
30093,2022-07-06 00:00:00,4,92,4864,50619,255.255,50.125,102.34,75.33,35568,1276
30094,2022-06-07 21:00:00,3,56,4436,59618,228.13,55.33,185.95,144.32,4580,1710
30095,2022-06-07 22:00:00,4,99,7813,65730,144.05,20.95,151.26,26.22,23078,1051
30096,2022-06-07 00:00:00,4,69,1196,50619,255.255,50.125,102.34,75.33,44459,2684
30097,2022-06-08 00:00:00,4,63,1543,6310,139.96,84.04,28.1,31.46,42145,3316
30098,2022-06-08 01:00:00,1,69,6173,92187,331.69,21.77,51.37,115.68,41339,600
30099,2022-06-08 00:00:00,3,100,5854,12551,366.48,95.27,190.27,144.72,44305,4873
30100,2022-08-06 00:00:00,4,24,4173,60076,17.57,87.56,10.73,86.85,8290,72
30101,2022-06-08 00:00:00,1,60,1754,60530,147.14,15.52,188.38,119.7,39290,3463
30102,2022-08-06 00:00:00,4,18,1407,4951,242.81,43.49,125.62,59.21,47207,4329
30103,2022-08-06 00:00:00,3,58,2586,48263,167.42,91.62,96.63,104.44,11265,1135
30104,2022-06-08 00:00:00,4,13,8778,8174,306.25,7.32,43.79,122.46,40207,3604
30105,2022-06-08 00:00:00,1,5,9801,96318,441.9,78.85,116.42,76.61,21756,2948
30106,2022-06-08 00:00:00,3,15,366,84488,289.47,88.57,146.74,127.03,49160,3661
30107,2022-08-06 00:00:00,2,50,1224,88188,350.63,98.39,184.64,19.27,28308,3700
30108,2022-06-08 00:00:00,1,85,7723,39073,131.68,84.4,102.8,133.25,29318,4885
30109,2022-06-08 12:00:00,4,6,2176,14502,475.05,11.01,52.21,37.38,38420,3901
30110,2022-06-08 13:00:00,3,2,9390,82227,125.27,19.82,59.7,146.58,16076,27
30111,2022-06-08 00:00:00,2,78,2897,58875,38.67,78.54,193.29,130.14,22723,248
30112,2022-06-08 00:00:00,4,70,784,42950,332.61,91.65,53.36,66.22,8951,4250
30113,2022-06-08 16:00:00,5,14,2376,1992,455.46,95.18,114.48,98.55,4902,2783
30114,2022-06-08 17:00:00,4,14,6737,91267,287.0,14.24,159.5,38.57,21028,2073
30115,2022-08-06 00:00:00,2,61,496,42287,169.83,51.82,59.15,68.88,11431,4127
30116,2022-08-06 00:00:00,1,47,7042,92510,455.85,16.08,111.62,79.62,20530,2910
30117,2022-06-08 00:00:00,2,95,4244,3776,324.06,1.8,28.36,2.35,15510,1449
30118,2022-06-08 21:00:00,4,24,724,40771,320.51,16.43,16.31,77.17,29765,1591
30119,2022-08-06 00:00:00,1,97,1957,87862,36.34,56.6,11.19,73.69,48069,2399
30120,2022-06-08 23:00:00,3,18,2070,46034,19.21,3.07,52.09,30.21,29127,2245
30121,2022-09-06 00:00:00,1,66,4429,34441,364.97,53.42,40.3,70.87,42754,1544
30122,2022-06-09 01:00:00,4,60,304,46605,47.21,91.18,80.7,147.46,20779,2742
30123,2022-09-06 00:00:00,4,94,1311,82518,179.24,32.87,75.96,48.58,8126,1694
30124,2022-06-09 00:00:00,1,19,1145,9287,279.0,48.82,32.39,49.32,9523,1679
30125,2022-06-09 00:00:00,1,41,5781,40437,335.08,74.15,53.87,97.1,23952,2043
30126,2022-09-06 00:00:00,1,67,7844,74637,125.2,58.4,113.78,141.73,28620,1787
30127,2022-09-06 00:00:00,4,55,5588,37175,437.16,11.99,103.24,139.85,38619,3877
30128,2022-06-09 07:00:00,5,90,5506,47089,102.03,21.62,70.73,71.77,2896,1622
30129,2022-09-06 00:00:00,1,32,9415,18599,362.58,85.9,93.87,15.22,34735,3121
30130,2022-06-09 09:00:00,1,11,2237,46585,15.28,47.68,162.24,111.02,32467,1319
30131,2022-09-06 00:00:00,3,85,3707,76071,18.23,94.96,142.42,83.66,30682,1251
30132,2022-06-09 00:00:00,2,100,5642,39329,296.88,11.44,124.86,32.24,41977,4663
30133,2022-06-09 00:00:00,3,36,4709,29314,197.93,8.3,81.63,72.74,45817,719
30134,2022-06-09 00:00:00,5,31,3888,30183,283.13,66.98,175.86,101.96,16334,4271
30135,2022-06-09 00:00:00,1,62,8030,5462,79.82,55.52,101.71,132.99,8641,1663
30136,2022-06-09 15:00:00,4,19,1601,66632,92.9,44.91,17.79,102.72,43213,804
30137,2022-09-06 00:00:00,5,36,6225,97548,484.52,10.67,105.98,112.15,15890,3049
30138,2022-09-06 00:00:00,4,55,3450,16763,269.45,98.25,118.91,78.3,1376,3424
30139,2022-06-09 00:00:00,1,86,5031,72380,53.38,96.62,15.8,37.87,15074,1219
30140,2022-06-09 19:00:00,2,95,4125,52659,257.59,93.14,42.88,2.22,17682,2264
30141,2022-06-09 00:00:00,4,43,4459,54552,38.24,21.91,56.83,48.95,2058,839
30142,2022-06-09 00:00:00,3,16,9407,6255,157.23,2.98,83.95,16.55,26524,3449
30143,2022-06-09 22:00:00,3,6,4055,58956,447.46,11.17,165.64,98.21,11028,2166
30144,2022-06-09 00:00:00,4,86,2796,16327,315.18,82.64,99.64,117.79,43225,902
30145,2022-06-10 00:00:00,3,64,9490,7855,187.71,10.09,131.38,31.07,43090,3998
30146,2022-10-06 00:00:00,5,24,7325,52819,308.13,47.18,58.8,10.06,22681,4324
30147,2022-06-10 00:00:00,5,43,9223,98678,479.61,28.17,38.51,88.82,10458,4135
30148,2022-06-10 03:00:00,1,75,9288,79850,287.29,0.38,74.73,36.81,44240,1329
30149,2022-10-06 00:00:00,4,74,3214,5694,426.75,4.68,38.41,117.39,16228,714
30150,2022-10-06 00:00:00,5,6,5731,58651,111.0,79.55,74.14,56.52,36114,1887
30151,2022-06-10 00:00:00,1,21,7803,23077,414.44,73.22,160.69,56.23,23903,1850
30152,2022-06-10 07:00:00,5,50,9399,35645,478.34,13.64,89.38,69.41,31469,1045
30153,2022-06-10 00:00:00,3,83,1173,10653,62.31,48.31,108.15,125.94,6491,4747
30154,2022-10-06 00:00:00,4,46,4881,82393,409.1,60.63,52.82,5.59,26602,4261
30155,2022-06-10 10:00:00,1,30,4787,14507,271.57,0.4,72.3,141.33,11222,287
30156,2022-10-06 00:00:00,3,90,8015,55417,136.89,22.89,16.6,88.45,43413,4087
30157,2022-10-06 00:00:00,5,68,5297,38167,451.95,34.2,111.88,7.52,5358,4188
30158,2022-06-10 00:00:00,2,98,8157,33055,38.92,0.77,67.08,113.03,25232,2052
30159,2022-10-06 00:00:00,2,48,1568,10900,487.84,79.53,126.88,33.96,6825,3703
30160,2022-06-10 00:00:00,2,6,4665,44231,99.81,25.02,195.22,131.77,33714,4242
30161,2022-06-10 16:00:00,1,86,2792,1909,483.28,83.51,188.39,101.45,31776,4049
30162,2022-06-10 00:00:00,4,90,1596,57708,153.27,16.05,77.45,33.83,14856,2198
30163,2022-10-06 00:00:00,3,85,7189,36308,331.54,59.28,162.07,94.3,25869,4462
30164,2022-06-10 19:00:00,1,56,8141,18515,480.04,47.39,129.21,20.55,11018,216
30165,2022-06-10 00:00:00,2,5,3415,36985,488.17,30.84,70.18,49.93,10345,2454
30166,2022-10-06 00:00:00,4,63,4905,59780,285.28,69.18,62.21,20.51,46188,4849
30167,2022-06-10 22:00:00,4,96,7913,25528,426.73,39.69,165.79,52.85,16801,1525
30168,2022-10-06 00:00:00,1,51,9404,96854,345.49,70.14,15.88,142.83,4239,2900
30169,2022-06-11 00:00:00,4,71,4920,50407,17.76,38.79,177.72,138.69,3274,2639
30170,2022-06-11 00:00:00,2,63,1541,12745,47.35,19.22,107.41,124.13,36752,3288
30171,2022-06-11 00:00:00,1,29,3810,77948,370.86,4.63,111.21,37.65,26662,3207
30172,2022-06-11 00:00:00,3,43,1527,56027,21.83,31.31,149.4,40.73,41634,172
30173,2022-06-11 00:00:00,1,59,1785,50619,255.255,50.125,102.34,75.33,20407,1276
30174,2022-11-06 00:00:00,5,93,593,36839,299.18,63.6,97.37,33.21,21626,272
30175,2022-06-11 00:00:00,5,3,8553,91494,106.35,15.01,106.63,10.48,45233,3403
30176,2022-11-06 00:00:00,2,38,665,54702,389.64,63.43,101.78,133.35,23639,261
30177,2022-06-11 00:00:00,3,24,5051,86009,134.33,84.0,136.42,121.24,46821,4557
30178,2022-06-11 09:00:00,5,15,2145,44793,46.51,8.91,86.03,106.8,35503,3422
30179,2022-11-06 00:00:00,2,20,1572,94748,40.24,71.01,98.63,94.22,40187,1158
30180,2022-06-11 11:00:00,3,85,1390,47397,56.16,28.15,160.12,95.25,9869,2897
30181,2022-06-11 12:00:00,5,43,4380,6964,385.73,8.28,12.62,110.27,10432,785
30182,2022-06-11 00:00:00,3,35,128,56526,16.29,14.76,71.45,111.44,18752,4887
30183,2022-06-11 14:00:00,4,3,9455,65294,400.37,10.34,118.02,107.41,12544,3376
30184,2022-06-11 00:00:00,1,88,2010,33280,47.66,1.52,170.29,34.64,48286,2120
30185,2022-11-06 00:00:00,1,93,1963,10197,114.44,56.01,31.23,101.81,30997,4478
30186,2022-06-11 17:00:00,2,71,5126,66767,121.29,43.51,178.9,56.61,8509,4552
30187,2022-11-06 00:00:00,3,64,8652,66477,25.57,33.48,107.52,9.39,21585,2756
30188,2022-06-11 00:00:00,3,45,6919,93680,126.88,64.25,114.03,58.42,34894,1011
30189,2022-06-11 00:00:00,4,89,4876,50619,255.255,50.125,102.34,75.33,46786,3964
30190,2022-06-11 00:00:00,3,68,3544,25440,451.29,7.73,85.13,126.56,12672,2349
30191,2022-06-11 00:00:00,3,63,8997,62908,160.0,88.61,67.61,73.35,38325,2738
30192,2022-06-11 00:00:00,3,72,3425,80494,121.09,71.27,184.58,131.66,14436,4803
30193,2022-06-12 00:00:00,4,72,9568,65014,406.4,11.53,191.82,112.36,28904,4407
30194,2022-06-12 00:00:00,4,83,1361,83223,417.14,2.14,150.98,19.6,38150,2031
30195,2022-06-12 02:00:00,4,29,7307,70715,314.5,25.36,125.99,58.89,28622,1015
30196,2022-06-12 00:00:00,3,46,9782,42749,245.78,70.48,69.57,147.14,27809,4437
30197,2022-12-06 00:00:00,3,84,8392,12541,43.35,79.85,7.05,67.53,6032,1502
30198,2022-06-12 00:00:00,1,50,9370,81712,29.15,34.73,112.1,27.15,30243,1082
30199,2022-12-06 00:00:00,3,9,6412,90261,439.04,97.66,5.01,88.6,37476,395
30200,2022-06-12 07:00:00,2,39,9986,16069,101.2,29.42,137.11,67.35,25556,4152
30201,2022-06-12 08:00:00,4,82,5705,89188,175.13,47.65,168.78,106.29,35559,2625
30202,2022-06-12 09:00:00,3,80,8522,22969,334.51,4.98,114.86,102.38,17154,4464
30203,2022-06-12 10:00:00,4,62,7489,22589,111.77,93.58,12.7,30.95,25942,3318
30204,2022-06-12 00:00:00,4,88,3025,88180,108.56,93.19,148.51,145.9,16836,946
30205,2022-06-12 00:00:00,2,48,9782,14193,449.83,70.74,183.28,65.47,20736,4338
30206,2022-06-12 13:00:00,4,34,1960,83248,258.29,94.17,61.46,2.09,17266,889
30207,2022-06-12 00:00:00,4,87,3833,48683,119.79,84.81,123.6,115.66,25496,3775
30208,2022-06-12 00:00:00,4,55,6582,37057,373.16,48.65,133.44,55.55,18919,1933
30209,2022-06-12 16:00:00,1,99,833,71544,95.5,72.87,151.49,1.52,2220,1479
30210,2022-06-12 00:00:00,1,56,5097,43070,65.68,19.97,103.0,22.08,39459,2570
30211,2022-06-12 00:00:00,3,90,8521,63100,56.19,11.55,161.38,126.94,49862,1786
30212,2022-06-12 00:00:00,1,50,4903,94541,203.48,70.59,183.64,145.51,27138,3778
30213,2022-12-06 00:00:00,3,94,3895,81067,277.76,53.56,29.41,7.05,41468,3646
30214,2022-12-06 00:00:00,1,67,3419,11024,284.02,13.31,28.29,139.07,33306,3322
30215,2022-06-12 22:00:00,2,49,5041,5443,494.97,95.61,190.81,44.48,25624,1039
30216,2022-06-12 00:00:00,4,14,2512,3218,259.67,30.64,35.92,52.48,36051,3984
30217,2022-06-13 00:00:00,2,80,2081,67136,70.25,83.63,62.25,75.83,30202,1936
30218,2022-06-13 00:00:00,3,35,4557,12202,298.49,36.7,108.64,126.48,4042,2651
30219,2022-06-13 02:00:00,3,61,5812,30511,354.37,97.11,186.27,49.6,45027,110
30220,2022-06-13 03:00:00,5,60,1057,86499,72.64,16.06,79.75,92.85,21989,4778
30221,2022-06-13 00:00:00,1,77,627,7348,34.87,72.01,77.32,7.08,25074,1057
30222,2022-06-13 00:00:00,1,84,6082,77551,338.89,98.43,160.55,56.56,25090,1986
30223,2022-06-13 00:00:00,2,32,5944,2547,480.61,0.67,65.98,103.03,1552,2988
30224,2022-06-13 00:00:00,1,98,8143,19086,115.85,98.74,155.26,58.87,19831,2272
30225,2022-06-13 00:00:00,2,85,8249,8642,359.8,92.57,160.07,127.99,2956,3945
30226,2022-06-13 09:00:00,1,59,7984,59076,374.64,83.63,161.04,19.74,3084,346
30227,2022-06-13 00:00:00,4,87,3363,94196,395.03,40.7,44.37,21.47,33400,1213
30228,2022-06-13 00:00:00,3,42,538,17270,22.75,94.1,70.88,66.35,4449,3355
30229,2022-06-13 00:00:00,1,36,6263,57507,55.97,55.02,9.59,47.61,37965,1337
30230,2022-06-13 00:00:00,4,85,1727,77552,340.73,16.39,142.28,74.28,4015,3494
30231,2022-06-13 14:00:00,5,92,6871,27365,465.82,12.67,193.8,62.78,33751,723
30232,2022-06-13 00:00:00,5,92,8052,52449,252.02,26.81,169.5,142.62,32708,374
30233,2022-06-13 16:00:00,2,62,9525,33700,168.3,93.36,176.12,16.25,9614,3305
30234,2022-06-13 17:00:00,4,75,7898,22925,288.06,5.36,191.78,20.7,21284,2341
30235,2022-06-13 18:00:00,5,5,9178,11059,70.81,64.51,85.86,22.58,26789,1936
30236,2022-06-13 00:00:00,2,36,7673,49724,181.98,8.5,72.27,4.64,1782,3143
30237,2022-06-13 00:00:00,2,79,9929,39814,199.14,59.72,79.43,85.78,48362,484
30238,2022-06-13 00:00:00,5,72,6626,11707,358.86,60.11,128.26,65.25,7856,3318
30239,2022-06-13 00:00:00,5,7,1881,88318,101.86,26.26,31.47,54.03,46212,3405
30240,2022-06-13 00:00:00,1,30,4125,8088,432.51,26.8,104.67,98.08,10583,4775
30241,2022-06-14 00:00:00,3,63,606,91385,414.56,67.61,94.55,103.73,15829,402
30242,2022-06-14 00:00:00,5,61,3489,69911,182.24,84.89,188.64,63.62,24405,2885
30243,2022-06-14 00:00:00,1,99,9701,50619,255.255,50.125,102.34,75.33,22856,2530
30244,2022-06-14 00:00:00,2,78,9850,86611,76.32,83.28,115.44,122.59,10905,1941
30245,2022-06-14 00:00:00,2,12,752,49018,53.17,3.93,55.96,62.93,48496,3433
30246,2022-06-14 00:00:00,4,100,5006,68654,496.71,30.53,167.38,94.02,28740,3869
30247,2022-06-14 06:00:00,4,40,1870,47293,259.99,64.63,174.95,91.24,15229,4220
30248,2022-06-14 07:00:00,1,5,606,64286,399.47,75.88,39.53,53.93,24289,3428
30249,2022-06-14 08:00:00,5,20,6611,97714,249.19,18.88,67.17,89.55,17513,4460
30250,2022-06-14 00:00:00,2,88,1444,88857,58.76,61.34,110.22,38.09,23175,1865
30251,2022-06-14 10:00:00,2,56,5433,58328,145.46,65.06,98.57,128.99,32439,3537
30252,2022-06-14 00:00:00,4,42,8990,95827,58.64,6.58,157.71,53.97,23722,770
30253,2022-06-14 00:00:00,1,14,6249,11504,318.94,69.98,72.26,31.3,1893,703
30254,2022-06-14 13:00:00,5,89,9069,40585,218.23,66.77,34.31,84.84,7140,1998
30255,2022-06-14 00:00:00,5,43,9144,85976,96.16,8.77,105.62,124.06,25390,422
30256,2022-06-14 00:00:00,4,39,1501,86404,76.66,18.61,98.29,147.54,24966,3154
30257,2022-06-14 16:00:00,5,68,2475,97343,202.83,15.38,30.43,32.31,22393,1679
30258,2022-06-14 00:00:00,1,54,1550,65909,360.3,36.76,198.94,31.87,14461,1038
30259,2022-06-14 00:00:00,2,42,3172,53393,75.44,67.21,100.57,63.58,40129,2563
30260,2022-06-14 00:00:00,4,92,5588,51002,429.08,21.55,88.45,107.49,42348,508
30261,2022-06-14 00:00:00,5,61,5554,39583,438.5,35.03,155.06,65.69,35186,135
30262,2022-06-14 00:00:00,2,87,5352,34075,245.05,13.87,67.66,11.69,4102,2877
30263,2022-06-14 00:00:00,3,4,3921,63776,398.33,85.98,16.54,12.83,33269,1030
30264,2022-06-14 00:00:00,4,57,1372,50619,255.255,50.125,102.34,75.33,8536,4398
30265,2022-06-15 00:00:00,4,45,1919,43796,389.86,0.27,63.53,24.76,24126,4886
30266,2022-06-15 00:00:00,3,84,1160,26724,16.23,19.44,92.71,147.8,38204,4918
30267,2022-06-15 00:00:00,1,38,4823,28481,386.15,86.51,36.78,90.02,23167,1028
30268,2022-06-15 00:00:00,4,85,7295,81889,17.82,7.09,27.83,62.57,13619,4693
30269,2022-06-15 04:00:00,2,59,4144,62479,141.41,62.68,17.71,9.55,16628,1761
30270,2022-06-15 00:00:00,2,9,9256,19783,497.48,24.05,46.87,100.05,7224,3315
30271,2022-06-15 00:00:00,4,57,5881,83231,20.09,47.34,135.63,4.75,23575,3498
30272,2022-06-15 00:00:00,1,92,4565,94822,278.95,95.11,12.21,130.71,7791,1604
30273,2022-06-15 00:00:00,3,58,6517,41893,145.98,48.83,77.53,116.23,25955,3152
30274,2022-06-15 09:00:00,4,21,1392,3323,333.33,31.43,71.02,92.39,37932,2836
30275,2022-06-15 00:00:00,4,37,2595,97298,231.1,4.47,108.01,143.28,17990,1616
30276,2022-06-15 00:00:00,1,43,6742,72756,98.78,87.12,101.44,137.29,35330,2618
30277,2022-06-15 12:00:00,1,38,3367,95708,449.55,79.02,29.89,65.59,26849,3380
30278,2022-06-15 00:00:00,2,95,2406,22474,359.81,56.0,82.28,143.92,10731,3937
30279,2022-06-15 00:00:00,1,42,3374,34360,339.54,20.4,15.32,97.37,9187,778
30280,2022-06-15 00:00:00,2,63,7825,10035,256.07,58.74,196.98,17.21,43028,3818
30281,2022-06-15 00:00:00,4,97,8242,8641,456.21,88.38,163.47,140.55,16363,163
30282,2022-06-15 17:00:00,1,70,5367,29833,279.23,77.16,14.07,23.81,17938,4152
30283,2022-06-15 18:00:00,1,62,5998,4709,462.66,94.74,182.4,79.51,17152,698
30284,2022-06-15 00:00:00,3,20,8812,37432,250.41,69.38,106.48,68.56,11991,994
30285,2022-06-15 00:00:00,2,2,3034,80275,58.41,47.11,21.15,19.48,20418,1883
30286,2022-06-15 00:00:00,2,12,7403,99682,188.76,15.79,13.95,50.16,27094,739
30287,2022-06-15 00:00:00,1,7,2480,20263,58.38,3.48,160.19,127.01,31619,2061
30288,2022-06-15 00:00:00,4,20,7380,45140,353.08,7.68,94.13,69.92,23123,1038
30289,2022-06-16 00:00:00,1,48,2097,65310,308.48,77.8,57.14,73.55,44744,1407
30290,2022-06-16 00:00:00,2,27,5959,98675,420.57,24.18,194.26,116.85,27976,4680
30291,2022-06-16 02:00:00,3,69,2310,45602,147.61,31.78,139.45,133.37,30713,1705
30292,2022-06-16 00:00:00,2,41,8241,87112,68.59,93.5,8.82,96.03,16394,4446
30293,2022-06-16 00:00:00,4,97,7340,88955,98.06,25.82,84.07,60.17,1485,3156
30294,2022-06-16 00:00:00,4,32,2935,31969,141.79,88.44,53.2,41.36,12148,4785
30295,2022-06-16 00:00:00,3,56,3328,97208,210.8,39.18,36.28,48.14,41695,2244
30296,2022-06-16 00:00:00,4,70,6996,70539,200.21,35.58,122.31,6.89,2961,2216
30297,2022-06-16 00:00:00,4,71,9052,19086,278.54,49.53,75.41,67.13,38586,1456
30298,2022-06-16 00:00:00,5,68,2628,70603,174.98,79.52,163.92,19.53,13917,1041
30299,2022-06-16 00:00:00,2,84,1296,15596,405.37,36.18,88.25,4.54,31470,3830
30300,2022-06-16 00:00:00,4,21,6577,29782,194.79,49.92,161.75,37.33,27065,2649
30301,2022-06-16 12:00:00,5,27,9074,45393,371.14,20.68,154.86,78.04,9305,2516
30302,2022-06-16 00:00:00,2,58,2987,42473,268.43,19.45,82.87,142.63,20422,4905
30303,2022-06-16 14:00:00,5,98,8897,20438,360.93,24.87,190.9,91.5,22653,4131
30304,2022-06-16 15:00:00,5,6,5548,73365,486.25,24.95,187.03,26.66,24874,2959
30305,2022-06-16 16:00:00,1,23,2049,15278,329.22,55.05,102.1,79.59,32560,2460
30306,2022-06-16 00:00:00,3,59,5282,47829,486.0,4.37,165.56,58.58,43720,2065
30307,2022-06-16 00:00:00,5,7,2644,45568,389.93,90.56,61.8,40.49,21498,3281
30308,2022-06-16 00:00:00,4,16,1443,32099,328.59,36.21,126.93,30.06,8336,3820
30309,2022-06-16 00:00:00,3,48,9655,96456,273.95,89.98,103.54,36.05,44016,2667
30310,2022-06-16 21:00:00,5,91,5180,5938,145.01,39.79,89.77,132.06,48011,4341
30311,2022-06-16 00:00:00,4,79,3133,62437,364.51,15.25,146.25,135.59,19697,4179
30312,2022-06-16 00:00:00,4,9,8294,84844,249.09,68.97,10.9,89.32,33485,966
30313,2022-06-17 00:00:00,5,30,1655,51589,33.42,5.62,146.64,68.82,32776,4097
30314,2022-06-17 01:00:00,5,18,3379,46298,379.55,48.79,130.28,141.78,41258,298
30315,2022-06-17 00:00:00,5,59,1004,53844,319.11,27.94,60.6,46.88,43148,1509
30316,2022-06-17 00:00:00,2,35,8876,67776,123.01,12.12,82.67,68.69,1867,3637
30317,2022-06-17 00:00:00,5,10,9027,51287,99.17,38.48,8.51,10.8,18021,2662
30318,2022-06-17 00:00:00,3,53,2826,9887,192.84,79.54,50.28,56.19,48262,4806
30319,2022-06-17 00:00:00,1,59,136,18292,67.39,77.74,111.42,4.14,48470,1139
30320,2022-06-17 00:00:00,5,40,9393,29708,199.13,70.08,18.52,33.99,30060,4205
30321,2022-06-17 00:00:00,5,56,4774,37193,149.33,43.31,149.76,106.48,8844,1298
30322,2022-06-17 00:00:00,2,16,8033,82347,496.2,74.22,183.72,40.43,7398,4401
30323,2022-06-17 00:00:00,3,60,5884,7173,277.31,66.8,131.63,37.98,22517,15
30324,2022-06-17 00:00:00,4,84,4515,51810,238.8,57.92,186.03,60.4,45726,1224
30325,2022-06-17 00:00:00,5,52,8296,67902,444.69,60.44,79.92,128.74,3347,1701
30326,2022-06-17 13:00:00,4,89,518,39497,456.86,92.96,48.8,41.0,42188,1004
30327,2022-06-17 00:00:00,1,4,1083,73407,109.84,90.63,90.18,16.31,11233,809
30328,2022-06-17 15:00:00,5,16,5557,87709,72.9,3.02,21.25,82.65,9315,4766
30329,2022-06-17 00:00:00,1,36,1720,52539,401.47,18.11,100.21,102.98,30955,4495
30330,2022-06-17 00:00:00,4,55,591,45746,103.24,82.2,150.97,101.38,46388,3289
30331,2022-06-17 00:00:00,5,47,7398,91975,223.96,6.34,22.16,23.95,13771,1405
30332,2022-06-17 00:00:00,5,67,3224,19586,107.19,29.02,178.96,70.15,14841,265
30333,2022-06-17 20:00:00,3,81,5914,31969,439.88,98.38,190.68,118.13,39135,2752
30334,2022-06-17 00:00:00,3,18,4092,2691,273.31,79.48,149.24,122.38,5512,81
30335,2022-06-17 00:00:00,5,82,3741,4515,457.48,64.49,140.17,4.96,18693,2993
30336,2022-06-17 00:00:00,1,1,985,80860,94.26,48.54,185.67,29.07,40843,554
30337,2022-06-18 00:00:00,2,67,1270,20774,490.48,25.24,43.45,28.33,12554,2179
30338,2022-06-18 00:00:00,1,13,9689,97825,493.3,1.38,10.94,107.58,47278,1005
30339,2022-06-18 00:00:00,3,69,3912,57333,477.1,87.9,95.29,116.61,22564,3952
30340,2022-06-18 03:00:00,3,36,9891,21271,52.09,90.77,92.36,49.16,15123,140
30341,2022-06-18 00:00:00,2,79,5132,73829,389.46,64.91,198.82,84.01,7620,1576
30342,2022-06-18 00:00:00,3,63,9726,48158,20.79,8.6,44.97,85.41,9152,4065
30343,2022-06-18 00:00:00,3,85,7544,81493,331.61,51.66,184.41,41.4,29829,988
30344,2022-06-18 00:00:00,4,72,3520,65030,303.83,71.23,121.9,5.36,28052,4368
30345,2022-06-18 00:00:00,2,54,6283,63528,293.44,54.77,79.6,19.4,29842,1837
30346,2022-06-18 00:00:00,3,78,878,37112,49.08,44.83,44.0,132.91,36408,4736
30347,2022-06-18 00:00:00,1,68,803,22103,399.02,17.16,179.92,85.28,35696,2457
30348,2022-06-18 00:00:00,3,5,2199,36174,142.94,78.1,84.94,72.09,31077,3377
30349,2022-06-18 00:00:00,5,35,1724,58810,405.69,88.7,190.54,107.55,32654,976
30350,2022-06-18 13:00:00,2,93,9218,98364,120.18,18.72,135.11,125.15,8684,2816
30351,2022-06-18 14:00:00,1,99,7688,90791,434.53,21.93,142.94,26.95,25121,1633
30352,2022-06-18 00:00:00,5,1,3098,85985,448.37,92.89,128.72,94.43,47889,3100
